,Unnamed: 0,WEEK_END_DATE,STORE_NUM,UPC,UNITS,VISITS,HHS,SPEND,PRICE,BASE_PRICE,FEATURE,DISPLAY,TPR_ONLY,DESCRIPTION,MANUFACTURER,CATEGORY,SUB_CATEGORY,PRODUCT_SIZE,STORE_ID,STORE_NAME,ADDRESS_CITY_NAME,ADDRESS_STATE_PROV_CODE,MSA_CODE,SEG_VALUE_NAME,PARKING_SPACE_QTY,SALES_AREA_SIZE_NUM,AVG_WEEKLY_BASKETS
245001,245001,2010-06-16,19521,1600027527,60,55,54,167.4,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,19521,SOUTHLAKE,SOUTHLAKE,TX,19100,UPSCALE,,47757,14051.608974
245047,245047,2010-06-16,19523,1600027527,89,84,82,245.64,2.76,2.76,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,19523,DUNCANVILLE,DUNCANVILLE,TX,19100,VALUE,400.0,48594,24567.75
245089,245089,2010-06-16,19533,1600027527,60,55,54,157.20000000000002,2.62,2.62,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,19533,DENTON,DENTON,TX,19100,MAINSTREAM,,48330,28243.333333
245132,245132,2010-06-16,21213,1600027527,34,31,31,104.72,3.08,3.08,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21213,MT. CARMEL,CINCINNATI,OH,17140,MAINSTREAM,,46630,14511.788462
245181,245181,2010-06-16,21221,1600027527,26,24,24,82.42,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21221,MIDDLETOWN,MIDDLETOWN,OH,17140,VALUE,,48128,17009.897436
245230,245230,2010-06-16,21227,1600027527,62,59,59,187.24,3.02,3.02,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21227,LIBERTY TWP,MIDDLETOWN,OH,17140,UPSCALE,,85710,34874.5
245283,245283,2010-06-16,21237,1600027527,49,45,45,151.9,3.1,3.1,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21237,LEBANON,LEBANON,OH,17140,MAINSTREAM,,86517,38465.128205
245335,245335,2010-06-16,21479,1600027527,52,49,49,136.76,2.63,2.63,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21479,WOOD FOREST S/C,HOUSTON,TX,26420,VALUE,,49104,29435.628205
245378,245378,2010-06-16,21485,1600027527,32,32,32,87.36,2.73,2.73,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21485,HOUSTON,KATY,TX,26420,MAINSTREAM,,46369,26472.237179
245414,245414,2010-06-16,23055,1600027527,12,12,12,35.160000000000004,2.93,2.93,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23055,WALNUT HILLS/PEEBLES,CINCINNATI,OH,17140,VALUE,239.0,22920,12999.724359
245449,245449,2010-06-16,23061,1600027527,36,35,35,114.12,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23061,LIBERTY TWP.,HAMILTON,OH,17140,MAINSTREAM,,42437,16591.301282
245500,245500,2010-06-16,23067,1600027527,29,26,26,91.93,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23067,WHIPP & BIGGER,KETTERING,OH,19380,MAINSTREAM,230.0,37319,14555.935897
245547,245547,2010-06-16,23075,1600027527,58,55,52,183.86,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23075,TYLERSVILLE,WEST CHESTER,OH,17140,MAINSTREAM,564.0,51105,18842.429487
245597,245597,2010-06-16,23327,1600027527,36,34,34,98.28,2.73,2.73,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23327,HOUSTON,HOUSTON,TX,26420,MAINSTREAM,,50722,30258.173077
245640,245640,2010-06-16,23345,1600027527,59,56,56,164.61,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23345,FRISCO,FRISCO,TX,19100,UPSCALE,,46369,21946.846154
245684,245684,2010-06-16,23349,1600027527,48,44,44,128.64,2.68,2.68,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23349,GARLAND,GARLAND,TX,19100,VALUE,,46212,27822.608974
245724,245724,2010-06-16,24991,1600027527,90,86,86,275.4,3.06,3.06,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,24991,HYDE PARK,CINCINNATI,OH,17140,UPSCALE,1859.0,77730,50618.99359
245776,245776,2010-06-16,25001,1600027527,23,23,23,72.91,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25001,PINEWOOD,DAYTON,OH,19380,VALUE,351.0,34177,18034.967949
245826,245826,2010-06-16,25021,1600027527,27,26,26,85.59,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25021,HAMILTON,HAMILTON,OH,17140,VALUE,1441.0,62961,34191.00641
245877,245877,2010-06-16,25027,1600027527,94,92,91,285.76,3.04,3.04,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25027,CINCINNATI,CINCINNATI,OH,17140,MAINSTREAM,,62656,43892.923077
245930,245930,2010-06-16,25229,1600027527,65,62,60,174.85,2.69,2.69,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25229,CYPRESS,CYPRESS,TX,26420,MAINSTREAM,,59241,34977.435897
245975,245975,2010-06-16,25233,1600027527,33,32,32,87.45,2.65,2.65,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25233,ANTOINE TOWN CENTER,HOUSTON,TX,26420,VALUE,,46369,35788.032051
246016,246016,2010-06-16,25253,1600027527,25,25,25,69.75,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25253,HIGHWAY 75,MCKINNEY,TX,19100,MAINSTREAM,,33931,11934.012821
246053,246053,2010-06-16,25261,1600027527,51,49,48,142.29,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,25261,CROWLEY,CROWLEY,TX,19100,MAINSTREAM,,46368,26189.012821
246096,246096,2010-06-16,26973,1600027527,52,48,47,164.84,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,26973,MAINEVILLE,MAINEVILLE,OH,17140,MAINSTREAM,,48128,28241.012821
246148,246148,2010-06-16,26981,1600027527,26,25,25,79.3,3.05,3.05,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,26981,SPRINGFIELD,SPRINGFIELD,OH,44220,MAINSTREAM,,42081,25122.442308
246195,246195,2010-06-16,26983,1600027527,35,35,35,107.8,3.08,3.08,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,26983,DAYTON,DAYTON,OH,19380,VALUE,,48782,31461.224359
246241,246241,2010-06-16,27175,1600027527,48,47,47,128.16,2.67,2.67,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,27175,KATY,KATY,TX,26420,UPSCALE,,50224,24901.948718
246288,246288,2010-06-16,28909,1600027527,52,51,51,158.6,3.05,3.05,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,28909,MIDDLETOWN,MIDDLETOWN,OH,17140,MAINSTREAM,,85876,28986.108974
246341,246341,2010-06-16,29159,1600027527,60,59,59,164.4,2.74,2.74,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,29159,CARROLLTON,CARROLLTON,TX,19100,MAINSTREAM,,54927,25916.532051
246384,246384,2010-06-23,367,1600027527,12,12,12,34.92,2.91,2.91,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,367,15TH & MADISON,COVINGTON,KY,17140,VALUE,196.0,24721,12706.532051
246422,246422,2010-06-23,387,1600027527,54,52,51,167.94,3.11,3.11,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,387,TOWN & COUNTRY,KETTERING,OH,19380,UPSCALE,270.0,44547,22867.326923
246471,246471,2010-06-23,389,1600027527,66,63,62,205.92,3.12,3.12,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,389,SILVERLAKE,ERLANGER,KY,17140,MAINSTREAM,408.0,46073,24766.807692
246523,246523,2010-06-23,613,1600027527,62,60,60,172.98,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,613,EAST ALLEN,ALLEN,TX,19100,MAINSTREAM,464.0,64926,29386.416667
246571,246571,2010-06-23,623,1600027527,50,49,49,134.0,2.68,2.68,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,623,HOUSTON,HOUSTON,TX,26420,MAINSTREAM,,46930,36740.692308
246616,246616,2010-06-23,2277,1600027527,127,118,118,398.78,3.14,3.14,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2277,ANDERSON TOWNE CTR,CINCINNATI,OH,17140,UPSCALE,,81958,54052.519231
246669,246669,2010-06-23,2279,1600027527,43,41,39,134.59,3.13,3.13,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2279,MILFORD-MULBERRY,MILFORD,OH,17140,MAINSTREAM,771.0,44175,23037.442308
246714,246714,2010-06-23,2281,1600027527,79,77,77,250.43,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2281,BLUE ASH,BLUE ASH,OH,17140,UPSCALE,,68500,32297.288462
246767,246767,2010-06-23,2495,1600027527,33,32,32,90.09,2.73,2.73,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2495,PLANTATION PLAZA,CLUTE,TX,26420,MAINSTREAM,407.0,48462,25507.448718
246812,246812,2010-06-23,2505,1600027527,23,23,23,62.79,2.73,2.73,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2505,DICKINSON VILLAGE,DICKINSON,TX,26420,MAINSTREAM,319.0,41644,14460.108974
246855,246855,2010-06-23,2513,1600027527,72,69,68,193.68,2.69,2.69,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2513,HOUSTON,HOUSTON,TX,26420,UPSCALE,,61833,32422.99359
246900,246900,2010-06-23,2523,1600027527,37,35,34,103.23,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2523,LANDMARK PLACE S/C,GRAND PRAIRIE,TX,19100,VALUE,252.0,34373,14201.326923
246935,246935,2010-06-23,2541,1600027527,21,20,20,58.59,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,2541,NORWOOD,ARLINGTON,TX,19100,MAINSTREAM,300.0,29231,11019.352564
246973,246973,2010-06-23,4245,1600027527,40,37,37,126.4,3.16,3.16,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4245,LAWRENCEBURG,LAWRENCEBURG,IN,17140,MAINSTREAM,,58563,19274.673077
247023,247023,2010-06-23,4259,1600027527,20,18,18,63.4,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4259,WARSAW AVENUE,CINCINNATI,OH,17140,VALUE,,48813,31177.333333
247067,247067,2010-06-23,4489,1600027527,50,47,47,136.5,2.73,2.73,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4489,SWEETWATER PLAZA,SUGAR LAND,TX,26420,UPSCALE,,49030,21344.794872
247114,247114,2010-06-23,4503,1600027527,70,67,66,189.7,2.71,2.71,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4503,ROCKWALL,ROCKWALL,TX,19100,UPSCALE,,56230,25289.326923
247160,247160,2010-06-23,4521,1600027527,15,15,15,41.85,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,4521,PARKWAY SQUARE S/C,COLLEGE STATION,TX,17780,MAINSTREAM,418.0,34628,25632.807692
247201,247201,2010-06-23,6179,1600027527,59,59,59,179.95,3.05,3.05,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6179,DEERFIELD TWP,MASON,OH,17140,UPSCALE,,54448,35287.974359
247254,247254,2010-06-23,6187,1600027527,40,35,35,126.8,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6187,ST. MARYS,SAINT MARYS,OH,47540,MAINSTREAM,,55474,20015.320513
247304,247304,2010-06-23,6379,1600027527,42,38,38,114.66,2.73,2.73,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6379,KINGWOOD,KINGWOOD,TX,26420,MAINSTREAM,,50237,20620.423077
247350,247350,2010-06-23,6431,1600027527,19,19,19,51.87,2.73,2.73,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,6431,AT WARD ROAD,BAYTOWN,TX,26420,VALUE,350.0,43698,24321.942308
247386,247386,2010-06-23,8035,1600027527,3,3,3,9.51,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,8035,OVER-THE-RHINE,CINCINNATI,OH,17140,VALUE,17.0,10788,10434.705128
247411,247411,2010-06-23,8041,1600027527,34,33,33,105.06,3.09,3.09,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,8041,LANDEN,MAINEVILLE,OH,17140,MAINSTREAM,1200.0,49074,14848.788462
247462,247462,2010-06-23,8263,1600027527,54,52,51,145.8,2.7,2.7,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,8263,THE WOODLANDS,THE WOODLANDS,TX,26420,UPSCALE,,51055,18876.99359
247506,247506,2010-06-23,9825,1600027527,68,63,62,202.64,2.98,2.98,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,9825,DENT,CINCINNATI,OH,17140,MAINSTREAM,,54124,29915.903846
247558,247558,2010-06-23,10019,1600027527,22,21,21,60.06,2.73,2.73,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,10019,AT EASTEX FRWY,HOUSTON,TX,26420,VALUE,221.0,35675,19067.673077
247596,247596,2010-06-23,11757,1600027527,15,14,14,47.55,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11757,INDEPENDENCE,INDEPENDENCE,KY,17140,MAINSTREAM,,32943,16903.532051
247643,247643,2010-06-23,11761,1600027527,36,33,33,108.0,3.0,3.0,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11761,MIAMI TOWNSHIP,LOVELAND,OH,17140,UPSCALE,,53905,23348.064103
247692,247692,2010-06-23,11967,1600027527,25,22,22,68.25,2.73,2.73,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11967,NORTHBOROUGH SQ,HOUSTON,TX,26420,VALUE,294.0,25072,15915.74359
247723,247723,2010-06-23,11993,1600027527,102,95,94,281.52,2.76,2.76,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,11993,DALLAS,DALLAS,TX,19100,UPSCALE,,57741,26100.711538
247768,247768,2010-06-23,12011,1600027527,27,25,25,75.33,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,12011,SHERMAN,SHERMAN,TX,43300,MAINSTREAM,,41325,23152.782051
247805,247805,2010-06-23,13609,1600027527,68,58,58,206.04,3.03,3.03,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13609,VANDALIA,VANDALIA,OH,19380,MAINSTREAM,,55663,21232.115385
247855,247855,2010-06-23,13827,1600027527,30,29,29,83.7,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13827,BEAUMONT,BEAUMONT,TX,13140,MAINSTREAM,,50766,26000.570513
247897,247897,2010-06-23,13837,1600027527,38,37,37,103.74,2.73,2.73,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13837,MAGNOLIA,MAGNOLIA,TX,26420,MAINSTREAM,,49164,27261.865385
247941,247941,2010-06-23,13853,1600027527,50,45,45,139.5,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13853,RICHARDSON,RICHARDSON,TX,19100,MAINSTREAM,,53586,15787.391026
247982,247982,2010-06-23,13859,1600027527,55,50,50,153.45,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,13859,MCKINNEY,MCKINNEY,TX,19100,MAINSTREAM,,47824,15345.237179
248027,248027,2010-06-23,15531,1600027527,23,22,22,72.91,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15531,GOSHEN,GOSHEN,OH,17140,VALUE,,33667,13344.0
248070,248070,2010-06-23,15541,1600027527,25,23,23,79.25,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15541,LOVELAND,LOVELAND,OH,17140,MAINSTREAM,326.0,38858,18664.525641
248116,248116,2010-06-23,15547,1600027527,40,39,39,123.6,3.09,3.09,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15547,WOODLAWN,CINCINNATI,OH,17140,MAINSTREAM,,48132,27357.570513
248165,248165,2010-06-23,15755,1600027527,7,7,7,19.11,2.73,2.73,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15755,KROGER JUNCTION S/C,PASADENA,TX,26420,VALUE,351.0,34373,18291.429487
248197,248197,2010-06-23,15763,1600027527,27,26,26,73.71,2.73,2.73,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15763,WOODLANDS,WOODLANDS,TX,26420,UPSCALE,,47530,12175.846154
248239,248239,2010-06-23,15765,1600027527,59,57,56,155.76000000000002,2.64,2.64,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,15765,CYPRESS TOWN CENTER,HOUSTON,TX,26420,MAINSTREAM,,49068,25350.858974
248283,248283,2010-06-23,17599,1600027527,42,37,36,111.72,2.66,2.66,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,17599,KEARNEY,MESQUITE,TX,19100,VALUE,300.0,36994,15134.025641
248324,248324,2010-06-23,17615,1600027527,47,46,45,125.49,2.67,2.67,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,17615,SUGARLAND,SUGAR LAND,TX,26420,MAINSTREAM,,48632,32490.858974
248365,248365,2010-06-23,17627,1600027527,34,32,32,92.14,2.71,2.71,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,17627,FLOWER MOUND,FLOWER MOUND,TX,19100,UPSCALE,513.0,59213,18196.820513
248409,248409,2010-06-23,19265,1600027527,57,54,52,168.15,2.95,2.95,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,19265,LATONIA,COVINGTON,KY,17140,MAINSTREAM,,55685,31578.134615
248461,248461,2010-06-23,19521,1600027527,35,31,31,94.85,2.71,2.71,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,19521,SOUTHLAKE,SOUTHLAKE,TX,19100,UPSCALE,,47757,14051.608974
248507,248507,2010-06-23,19523,1600027527,65,64,63,181.35,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,19523,DUNCANVILLE,DUNCANVILLE,TX,19100,VALUE,400.0,48594,24567.75
248549,248549,2010-06-23,19533,1600027527,49,47,47,133.77,2.73,2.73,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,19533,DENTON,DENTON,TX,19100,MAINSTREAM,,48330,28243.333333
248592,248592,2010-06-23,21213,1600027527,23,23,23,66.47,2.89,2.89,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21213,MT. CARMEL,CINCINNATI,OH,17140,MAINSTREAM,,46630,14511.788462
248642,248642,2010-06-23,21221,1600027527,31,30,30,98.27,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21221,MIDDLETOWN,MIDDLETOWN,OH,17140,VALUE,,48128,17009.897436
248686,248686,2010-06-23,21227,1600027527,42,41,40,129.78,3.09,3.09,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21227,LIBERTY TWP,MIDDLETOWN,OH,17140,UPSCALE,,85710,34874.5
248738,248738,2010-06-23,21237,1600027527,78,74,74,241.02,3.09,3.09,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21237,LEBANON,LEBANON,OH,17140,MAINSTREAM,,86517,38465.128205
248790,248790,2010-06-23,21479,1600027527,53,51,51,139.39,2.63,2.63,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21479,WOOD FOREST S/C,HOUSTON,TX,26420,VALUE,,49104,29435.628205
248830,248830,2010-06-23,21485,1600027527,21,21,20,57.33,2.73,2.73,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,21485,HOUSTON,KATY,TX,26420,MAINSTREAM,,46369,26472.237179
248866,248866,2010-06-23,23055,1600027527,8,8,8,25.36,3.17,3.17,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23055,WALNUT HILLS/PEEBLES,CINCINNATI,OH,17140,VALUE,239.0,22920,12999.724359
248900,248900,2010-06-23,23061,1600027527,43,39,39,133.3,3.1,3.1,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23061,LIBERTY TWP.,HAMILTON,OH,17140,MAINSTREAM,,42437,16591.301282
248948,248948,2010-06-23,23067,1600027527,25,24,24,76.0,3.04,3.04,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23067,WHIPP & BIGGER,KETTERING,OH,19380,MAINSTREAM,230.0,37319,14555.935897
248995,248995,2010-06-23,23075,1600027527,49,47,46,146.02,2.98,2.98,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23075,TYLERSVILLE,WEST CHESTER,OH,17140,MAINSTREAM,564.0,51105,18842.429487
249044,249044,2010-06-23,23327,1600027527,42,42,42,114.66,2.73,2.73,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23327,HOUSTON,HOUSTON,TX,26420,MAINSTREAM,,50722,30258.173077
249087,249087,2010-06-23,23345,1600027527,56,56,55,156.24,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23345,FRISCO,FRISCO,TX,19100,UPSCALE,,46369,21946.846154
249135,249135,2010-06-23,23349,1600027527,40,36,36,111.6,2.79,2.79,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,23349,GARLAND,GARLAND,TX,19100,VALUE,,46212,27822.608974
249176,249176,2010-06-23,24991,1600027527,84,82,82,263.76,3.14,3.14,0,0,0,GM HONEY NUT CHEERIOS,GENERAL MI,COLD CEREAL,ALL FAMILY CEREAL,12.25 OZ,24991,HYDE PARK,CINCINNATI,OH,17140,UPSCALE,1859.0,77730,50618.99359
